Timestamp	Board	ChangeType	Name
Tue, 17 Dec 2019 02:50:18 +0000	mainboard	add	Fire // Ice
Tue, 17 Dec 2019 02:50:18 +0000	maybeboard	add	Avacyn's Judgment
Tue, 17 Dec 2019 02:50:18 +0000	maybeboard	add	Aether Spellbomb
Tue, 17 Dec 2019 02:50:18 +0000	maybeboard	add	Quicken
Tue, 17 Dec 2019 02:50:18 +0000	maybeboard	add	Urza's Bauble
Tue, 17 Dec 2019 02:50:18 +0000	maybeboard	add	Lightning Phoenix
Tue, 17 Dec 2019 02:50:18 +0000	maybeboard	add	Darkblast
Tue, 17 Dec 2019 02:50:18 +0000	maybeboard	add	Drown in the Loch
Tue, 17 Dec 2019 02:50:18 +0000	maybeboard	add	Ox of Agonas
Tue, 17 Dec 2019 02:50:18 +0000	maybeboard	add	Endurance
Tue, 17 Dec 2019 02:50:18 +0000	maybeboard	add	Rhonas the Indomitable
Tue, 17 Dec 2019 02:50:18 +0000	maybeboard	add	Shardless Agent
Tue, 17 Dec 2019 02:50:18 +0000	maybeboard	add	Deathgorge Scavenger
Tue, 17 Dec 2019 02:50:18 +0000	maybeboard	add	Emry, Lurker of the Loch
Tue, 17 Dec 2019 02:50:18 +0000	maybeboard	add	Kappa Cannoneer
Tue, 17 Dec 2019 02:50:18 +0000	maybeboard	add	Serra Avenger
Tue, 17 Dec 2019 02:50:18 +0000	maybeboard	add	Bloodbraid Elf
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Dauntless Bodyguard
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Giver of Runes
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Isamaru, Hound of Konda
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Kytheon, Hero of Akros
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Legion's Landing
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Mardu Woe-Reaper
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Mother of Runes
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Skymarcher Aspirant
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Student of Warfare
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Adanto Vanguard
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Adorned Pouncer
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Imposing Sovereign
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Knight of the Holy Nimbus
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Precinct Captain
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Selfless Spirit
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Stoneforge Mystic
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Thalia, Guardian of Thraben
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Tithe Taker
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Wall of Omens
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Brightling
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Brimaz, King of Oreskos
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Monastery Mentor
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Ranger-Captain of Eos
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Recruiter of the Guard
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Thalia, Heretic Cathar
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Vryn Wingmare
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Hero of Bladehold
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Hokori, Dust Drinker
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Palace Jailer
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Restoration Angel
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Archangel Avacyn
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Finale of Glory
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Secure the Wastes
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Gideon Blackblade
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Ajani, Adversary of Tyrants
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Elspeth, Knight-Errant
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Elspeth, Sun's Champion
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Path to Exile
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Swords to Plowshares
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Unexpectedly Absent
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Balance
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Winds of Abandon
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Council's Judgment
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Armageddon
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Wrath of God
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Oblivion Ring
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Karakas
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Jace, Vryn's Prodigy
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Looter il-Kor
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Phantasmal Image
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Riftwing Cloudskate
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Snapcaster Mage
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Thing in the Ice
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Vendilion Clique
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Glen Elendra Archmage
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Venser, Shaper Savant
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Whirler Rogue
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Consecrated Sphinx
Sun, 22 Dec 2019 03:23:21 +0000	mainboard	add	Narset, Parter of Veils
